check_id,Transaction_ID,Transaction_Date,Invoice_No,Distributor_ID,Outlet_ID,SKU_ID,Sales_Type,Quantity,Net_Sales,Salesperson_ID,Month,Secondary_Sales,Snapshot_Date,Opening_Stock,Primary_Received,Sales_Return,Adjustment,Closing_Stock,Collection_ID,Invoice_Amount,Collection_Amount
T-02,TXN01080404,2022-09-03,SI/2223/0022227,DST-0071,OUT-04322,SKU-0236,Secondary,2,584.41,,,,,,,,,,,,
T-02,TXN01080405,2024-07-26,SI/2425/0019861,DST-0067,OUT-04101,SKU-0033,Secondary,40,3023.87,,,,,,,,,,,,
T-02,TXN01080406,2025-01-16,SI/2425/0051926,DST-0025,OUT-01470,SKU-0001,Secondary,131,3968.48,,,,,,,,,,,,
T-02,TXN01080407,2025-12-16,SI/2526/0051692,DST-0073,OUT-04467,SKU-0195,Secondary,16,1674.31,,,,,,,,,,,,
T-02,TXN01080408,2025-06-24,SI/2526/0016000,DST-0044,OUT-02739,SKU-0122,Secondary,5,1170.0,,,,,,,,,,,,
T-02,TXN01080409,2024-10-18,SI/2425/0035186,DST-0018,OUT-01064,SKU-0156,Secondary,107,1925.55,,,,,,,,,,,,
T-02,TXN01080410,2023-06-15,SI/2324/0011860,DST-0098,OUT-05946,SKU-0082,Secondary,60,1420.44,,,,,,,,,,,,
T-02,TXN01080411,2023-03-20,SI/2223/0053330,DST-0074,OUT-04517,SKU-0115,Secondary,21,996.62,,,,,,,,,,,,
T-02,TXN01080412,2022-06-04,SI/2223/0009353,DST-0074,OUT-04546,SKU-0143,Secondary,7,898.79,,,,,,,,,,,,
T-02,TXN01080413,2023-04-12,SI/2324/0002091,DST-0084,OUT-05142,SKU-0181,Secondary,2,222.3,,,,,,,,,,,,
T-02,TXN01080414,2023-11-22,SI/2324/0038345,DST-0025,OUT-01476,SKU-0216,Secondary,18,2035.65,,,,,,,,,,,,
T-02,TXN01080415,2021-12-13,SI/2122/0033107,DST-0007,OUT-00384,SKU-0001,Secondary,13,360.86,,,,,,,,,,,,
T-02,TXN01080416,2023-06-27,SI/2324/0013371,DST-0109,OUT-06614,SKU-0221,Secondary,1,377.66,,,,,,,,,,,,
T-02,TXN01080417,2025-06-26,SI/2526/0016430,DST-0057,OUT-03517,SKU-0082,Secondary,19,501.1,,,,,,,,,,,,
T-02,TXN01080418,2024-08-17,SI/2425/0023688,DST-0077,OUT-04713,SKU-0115,Secondary,25,1242.85,,,,,,,,,,,,
T-02,TXN01080419,2023-03-31,SI/2223/0054909,DST-0023,OUT-01374,SKU-0122,Secondary,4,901.68,,,,,,,,,,,,
T-02,TXN01080420,2023-11-06,SI/2324/0035320,DST-0007,OUT-00435,SKU-0075,Secondary,7,913.28,,,,,,,,,,,,
T-02,TXN01080421,2023-12-21,SI/2324/0043427,DST-0005,OUT-00318,SKU-0050,Secondary,8,906.37,,,,,,,,,,,,
T-02,TXN01080422,2025-03-11,SI/2425/0061710,DST-0051,OUT-03177,SKU-0198,Secondary,31,4271.23,,,,,,,,,,,,
T-02,TXN01080423,2024-11-11,SI/2425/0039840,DST-0035,OUT-02162,SKU-0084,Secondary,42,336.26,,,,,,,,,,,,
T-02,TXN01080424,2022-03-07,SI/2122/0044828,DST-0069,OUT-04204,SKU-0146,Secondary,6,275.94,,,,,,,,,,,,
T-02,TXN01080425,2025-08-26,SI/2526/0027862,DST-0051,OUT-03204,SKU-0143,Secondary,4,590.86,,,,,,,,,,,,
T-02,TXN01080426,2025-10-27,SI/2526/0040661,DST-0032,OUT-01963,SKU-0159,Secondary,49,984.1,,,,,,,,,,,,
T-02,TXN01080427,2025-12-27,SI/2526/0053846,DST-0021,OUT-01260,SKU-0020,Secondary,5,920.4,,,,,,,,,,,,
T-02,TXN01080428,2021-12-21,SI/2122/0034279,DST-0090,OUT-05419,SKU-0236,Secondary,6,1543.37,,,,,,,,,,,,
T-02,TXN01080429,2021-12-15,SI/2122/0033488,DST-0023,OUT-01322,SKU-0122,Secondary,14,2797.2,,,,,,,,,,,,
T-02,TXN01080430,2025-02-07,SI/2425/0056011,DST-0039,OUT-02374,SKU-0146,Secondary,6,324.79,,,,,,,,,,,,
T-02,TXN01080431,2023-05-20,SI/2324/0007890,DST-0103,OUT-06223,SKU-0105,Secondary,41,1898.81,,,,,,,,,,,,
T-02,TXN01080432,2022-09-12,SI/2223/0023822,DST-0114,OUT-06919,SKU-0087,Secondary,50,377.8,,,,,,,,,,,,
T-02,TXN01080433,2025-07-15,SI/2526/0019991,DST-0095,OUT-05757,SKU-0013,Secondary,53,1801.95,,,,,,,,,,,,
T-02,TXN01080434,2025-11-03,SI/2526/0042313,DST-0108,OUT-06529,SKU-0195,Secondary,19,1891.87,,,,,,,,,,,,
T-02,TXN01080435,2022-01-12,SI/2122/0037309,DST-0009,OUT-00526,SKU-0038,Secondary,13,2293.57,,,,,,,,,,,,
T-02,TXN01080436,2024-10-26,SI/2425/0036633,DST-0024,OUT-01412,SKU-0175,Secondary,34,939.27,,,,,,,,,,,,
T-02,TXN01080437,2025-01-06,SI/2425/0049928,DST-0003,OUT-00155,SKU-0105,Secondary,14,681.87,,,,,,,,,,,,
T-02,TXN01080438,2025-06-28,SI/2526/0016862,DST-0081,OUT-04951,SKU-0133,Secondary,49,4065.72,,,,,,,,,,,,
T-02,TXN01080439,2025-10-10,SI/2526/0037295,DST-0016,OUT-00943,SKU-0115,Secondary,41,2053.85,,,,,,,,,,,,
T-02,TXN01080440,2021-10-08,SI/2122/0023633,DST-0027,OUT-01682,SKU-0046,Secondary,5,749.08,,,,,,,,,,,,
T-02,TXN01080441,2021-06-10,SI/2122/0007656,DST-0076,OUT-04649,SKU-0001,Secondary,113,2975.83,,,,,,,,,,,,
T-02,TXN01080442,2025-07-01,SI/2526/0017209,DST-0051,OUT-03199,SKU-0143,Secondary,4,600.22,,,,,,,,,,,,
T-02,TXN01080443,2023-01-18,SI/2223/0044011,DST-0060,OUT-03621,SKU-0068,Secondary,8,480.57,,,,,,,,,,,,
T-02,TXN01080444,2025-04-10,SI/2526/0002088,DST-0050,OUT-03157,SKU-0039,Secondary,3,1155.1,,,,,,,,,,,,
T-02,TXN01080445,2025-10-27,SI/2526/0040648,DST-0027,OUT-01660,SKU-0042,Secondary,4,692.84,,,,,,,,,,,,
T-02,TXN01080446,2025-10-09,SI/2526/0037076,DST-0027,OUT-01621,SKU-0067,Secondary,9,316.41,,,,,,,,,,,,
T-02,TXN01080447,2025-02-03,SI/2425/0054841,DST-0047,OUT-02906,SKU-0219,Secondary,6,1900.6,,,,,,,,,,,,
T-02,TXN01080448,2023-04-13,SI/2324/0002269,DST-0051,OUT-03195,SKU-0142,Secondary,27,2000.19,,,,,,,,,,,,
T-02,TXN01080449,2022-03-14,SI/2122/0045946,DST-0114,OUT-06919,SKU-0155,Secondary,24,762.89,,,,,,,,,,,,
T-02,TXN01080450,2024-04-23,SI/2425/0003990,DST-0080,OUT-04873,SKU-0059,Secondary,11,2634.81,,,,,,,,,,,,
T-02,TXN01080451,2021-12-10,SI/2122/0032959,DST-0104,OUT-06286,SKU-0143,Secondary,22,2501.16,,,,,,,,,,,,
T-02,TXN01080452,2024-03-28,SI/2324/0059259,DST-0031,OUT-01901,SKU-0224,Secondary,7,1292.66,,,,,,,,,,,,
T-02,TXN01080453,2025-03-20,SI/2425/0063569,DST-0085,OUT-05200,SKU-0197,Secondary,6,377.99,,,,,,,,,,,,
T-02,TXN01080454,2022-02-05,SI/2122/0040818,DST-0092,OUT-05526,SKU-0042,Secondary,14,2043.09,,,,,,,,,,,,
T-02,TXN01080455,2025-03-13,SI/2425/0062292,DST-0082,OUT-04959,SKU-0156,Secondary,43,895.52,,,,,,,,,,,,
T-02,TXN01080456,2024-03-20,SI/2324/0058136,DST-0116,OUT-06994,SKU-0068,Secondary,25,1588.12,,,,,,,,,,,,
T-02,TXN01080457,2021-06-09,SI/2122/0007471,DST-0006,OUT-00327,SKU-0146,Secondary,8,375.66,,,,,,,,,,,,
T-02,TXN01080458,2022-09-12,SI/2223/0023746,DST-0075,OUT-04577,SKU-0139,Secondary,16,1209.11,,,,,,,,,,,,
T-02,TXN01080459,2023-06-06,SI/2324/0010385,DST-0112,OUT-06774,SKU-0119,Secondary,7,1566.21,,,,,,,,,,,,
T-02,TXN01080460,2024-05-11,SI/2425/0007118,DST-0043,OUT-02660,SKU-0079,Secondary,4,1030.88,,,,,,,,,,,,
T-02,TXN01080461,2022-10-10,SI/2223/0028348,DST-0070,OUT-04305,SKU-0185,Secondary,29,1382.21,,,,,,,,,,,,
T-02,TXN01080462,2022-09-07,SI/2223/0023062,DST-0090,OUT-05439,SKU-0211,Secondary,14,1660.23,,,,,,,,,,,,
T-02,TXN01080463,2023-07-06,SI/2324/0014691,DST-0002,OUT-00088,SKU-0214,Secondary,19,1413.21,,,,,,,,,,,,
T-02,TXN01080464,2024-06-26,SI/2425/0014924,DST-0091,OUT-05509,SKU-0144,Secondary,9,696.22,,,,,,,,,,,,
T-02,TXN01080465,2023-06-21,SI/2324/0012509,DST-0019,OUT-01131,SKU-0119,Secondary,6,1360.7,,,,,,,,,,,,
T-02,TXN01080466,2025-08-30,SI/2526/0028608,DST-0002,OUT-00058,SKU-0212,Secondary,90,7063.76,,,,,,,,,,,,
T-02,TXN01080467,2022-07-19,SI/2223/0015693,DST-0090,OUT-05419,SKU-0186,Secondary,54,4584.44,,,,,,,,,,,,
T-02,TXN01080468,2025-08-09,SI/2526/0024727,DST-0071,OUT-04324,SKU-0047,Secondary,2,612.89,,,,,,,,,,,,
T-02,TXN01080469,2024-10-31,SI/2425/0037551,DST-0039,OUT-02384,SKU-0081,Secondary,259,1951.97,,,,,,,,,,,,
T-02,TXN01080470,2022-07-09,SI/2223/0014437,DST-0065,OUT-03915,SKU-0044,Secondary,11,1718.41,,,,,,,,,,,,
T-02,TXN01080471,2021-02-09,SI/2021/0005289,DST-0032,OUT-01942,SKU-0035,Secondary,4,881.96,,,,,,,,,,,,
T-02,TXN01080472,2024-07-10,SI/2425/0017302,DST-0072,OUT-04381,SKU-0200,Secondary,12,755.98,,,,,,,,,,,,
T-02,TXN01080473,2024-01-20,SI/2324/0048377,DST-0102,OUT-06131,SKU-0050,Secondary,5,559.18,,,,,,,,,,,,
T-02,TXN01080474,2023-06-03,SI/2324/0009733,DST-0024,OUT-01418,SKU-0060,Secondary,2,868.27,,,,,,,,,,,,
T-02,TXN01080475,2024-05-24,SI/2425/0009192,DST-0029,OUT-01809,SKU-0139,Secondary,9,741.87,,,,,,,,,,,,
T-02,TXN01080476,2024-07-01,SI/2425/0015521,DST-0003,OUT-00150,SKU-0048,Secondary,3,500.94,,,,,,,,,,,,
T-02,TXN01080477,2024-03-14,SI/2324/0057137,DST-0052,OUT-03260,SKU-0042,Secondary,4,676.28,,,,,,,,,,,,
T-03,TXN00007512,2021-01-14,SI/2021/0001966,DST-0107,OUT-06471,,Secondary,23,2521.5,,,,,,,,,,,,
T-03,TXN00049169,2021-04-07,SI/2122/0000920,DST-0062,OUT-03797,,Secondary,2,301.96,,,,,,,,,,,,
T-03,TXN00066286,2021-05-21,SI/2122/0005531,DST-0099,OUT-05963,,Secondary,10,1998.0,,,,,,,,,,,,
T-03,TXN00070304,2021-06-03,SI/2122/0006585,DST-0002,OUT-00092,,Secondary,5,1541.48,,,,,,,,,,,,
T-03,TXN00078667,2021-06-19,SI/2122/0008657,DST-0040,OUT-02461,,Secondary,9,2856.06,,,,,,,,,,,,
T-03,TXN00081037,2021-06-28,SI/2122/0009489,DST-0035,OUT-02133,,Secondary,22,391.95,,,,,,,,,,,,
T-03,TXN00088271,2021-07-13,SI/2122/0011461,DST-0034,OUT-02081,,Secondary,20,1272.1,,,,,,,,,,,,
T-03,TXN00094006,2021-07-26,SI/2122/0013030,DST-0077,OUT-04704,,Secondary,7,482.19,,,,,,,,,,,,
T-03,TXN00196708,2022-02-08,SI/2122/0041222,DST-0090,OUT-05419,,Secondary,22,1737.33,,,,,,,,,,,,
T-03,TXN00222249,2022-03-31,SI/2122/0048165,DST-0104,OUT-06236,,Secondary,1,263.4,,,,,,,,,,,,
T-03,TXN00228376,2022-04-11,SI/2223/0001510,DST-0032,OUT-01988,,Secondary,31,4086.95,,,,,,,,,,,,
T-03,TXN00298067,2022-08-22,SI/2223/0020459,DST-0084,OUT-05130,,Secondary,40,2733.02,,,,,,,,,,,,
T-03,TXN00322945,2022-10-04,SI/2223/0027142,DST-0089,OUT-05384,,Secondary,21,1205.94,,,,,,,,,,,,
T-03,TXN00446498,2023-05-08,SI/2324/0005983,DST-0074,OUT-04523,,Secondary,7,417.65,,,,,,,,,,,,
T-03,TXN00535210,2023-10-06,SI/2324/0029845,DST-0017,OUT-01018,,Secondary,15,2074.83,,,,,,,,,,,,
T-03,TXN00542789,2023-10-17,SI/2324/0031915,DST-0044,OUT-02741,,Secondary,7,1015.3,,,,,,,,,,,,
T-03,TXN00594907,2024-01-06,SI/2324/0046239,DST-0110,OUT-06693,,Secondary,4,733.41,,,,,,,,,,,,
T-03,TXN00597548,2024-01-12,SI/2324/0047136,DST-0104,OUT-06290,,Secondary,23,1106.94,,,,,,,,,,,,
T-03,TXN00600813,2024-01-17,SI/2324/0047770,DST-0038,OUT-02313,,Secondary,2,999.5,,,,,,,,,,,,
T-03,TXN00614498,2024-02-10,SI/2324/0051830,DST-0089,OUT-05374,,Secondary,28,4477.1,,,,,,,,,,,,
T-03,TXN00625583,2024-03-02,SI/2324/0054802,DST-0021,OUT-01255,,Secondary,27,3159.04,,,,,,,,,,,,
T-03,TXN00674130,2024-05-16,SI/2425/0007900,DST-0016,OUT-00916,,Secondary,223,1804.44,,,,,,,,,,,,
T-03,TXN00675795,2024-05-20,SI/2425/0008445,DST-0044,OUT-02773,,Secondary,16,2225.93,,,,,,,,,,,,
T-03,TXN00697540,2024-06-21,SI/2425/0014223,DST-0070,OUT-04310,,Secondary,25,1889.92,,,,,,,,,,,,
T-03,TXN00736427,2024-08-26,SI/2425/0024975,DST-0039,OUT-02404,,Secondary,5,264.33,,,,,,,,,,,,
T-03,TXN00776042,2024-10-21,SI/2425/0035671,DST-0052,OUT-03267,,Secondary,31,2330.26,,,,,,,,,,,,
T-03,TXN00790252,2024-11-09,SI/2425/0039779,DST-0115,OUT-06984,,Secondary,15,957.21,,,,,,,,,,,,
T-03,TXN00800225,2024-11-25,SI/2425/0042566,DST-0059,OUT-03571,,Secondary,83,711.52,,,,,,,,,,,,
T-03,TXN00848902,2025-02-06,SI/2425/0055791,DST-0071,OUT-04363,,Secondary,1,221.95,,,,,,,,,,,,
T-03,TXN00859570,2025-02-24,SI/2425/0058930,DST-0096,OUT-05822,,Secondary,3,1132.64,,,,,,,,,,,,
T-03,TXN00876346,2025-03-18,SI/2425/0063094,DST-0067,OUT-04052,,Secondary,151,1186.38,,,,,,,,,,,,
T-03,TXN00885273,2025-04-03,SI/2526/0000382,DST-0002,OUT-00068,,Secondary,60,4303.42,,,,,,,,,,,,
T-03,TXN00927703,2025-06-04,SI/2526/0012076,DST-0042,OUT-02591,,Secondary,4,417.51,,,,,,,,,,,,
T-03,TXN01019413,2025-10-10,SI/2526/0037352,DST-0044,OUT-02752,,Secondary,38,4700.45,,,,,,,,,,,,
T-03,TXN01030139,2025-10-25,SI/2526/0040431,DST-0025,OUT-01540,,Secondary,6,475.84,,,,,,,,,,,,
T-03,TXN01040099,2025-11-06,SI/2526/0043158,DST-0040,OUT-02453,,Secondary,35,2809.2,,,,,,,,,,,,
T-03,TXN01045067,2025-11-13,SI/2526/0044864,DST-0027,OUT-01617,,Secondary,29,1027.69,,,,,,,,,,,,
T-03,TXN01059776,2025-12-03,SI/2526/0048862,DST-0013,OUT-00768,,Secondary,42,2258.25,,,,,,,,,,,,
T-03,TXN01064040,2025-12-06,SI/2526/0049870,DST-0070,OUT-04290,,Secondary,3,1302.58,,,,,,,,,,,,
T-03,TXN01076031,2025-12-24,SI/2526/0053258,DST-0073,OUT-04487,,Secondary,3,457.18,,,,,,,,,,,,
T-04,TXN00035280,2021-03-09,SI/2021/0008794,DST-0007,,SKU-0162,Secondary,33,575.65,,,,,,,,,,,,
T-04,TXN00064749,2021-05-17,SI/2122/0005008,DST-0016,,SKU-0106,Secondary,4,406.29,,,,,,,,,,,,
T-04,TXN00066744,2021-05-24,SI/2122/0005682,DST-0057,,SKU-0195,Secondary,5,440.45,,,,,,,,,,,,
T-04,TXN00192506,2022-02-02,SI/2122/0040182,DST-0108,,SKU-0226,Secondary,9,764.78,,,,,,,,,,,,
T-04,TXN00197662,2022-02-10,SI/2122/0041533,DST-0067,,SKU-0033,Secondary,7,495.28,,,,,,,,,,,,
T-04,TXN00210625,2022-03-07,SI/2122/0044780,DST-0044,,SKU-0195,Secondary,26,2111.05,,,,,,,,,,,,
T-04,TXN00259800,2022-06-08,SI/2223/0010037,DST-0115,,SKU-0200,Secondary,9,514.44,,,,,,,,,,,,
T-04,TXN00266721,2022-06-21,SI/2223/0011767,DST-0088,,SKU-0119,Secondary,12,2559.38,,,,,,,,,,,,
T-04,TXN00267486,2022-06-23,SI/2223/0012019,DST-0034,,SKU-0122,Secondary,6,1300.5,,,,,,,,,,,,
T-04,TXN00315973,2022-09-21,SI/2223/0025213,DST-0090,,SKU-0221,Secondary,12,4105.16,,,,,,,,,,,,
T-04,TXN00336447,2022-10-27,SI/2223/0031060,DST-0018,,SKU-0216,Secondary,47,4982.67,,,,,,,,,,,,
T-04,TXN00380174,2023-01-12,SI/2223/0043033,DST-0008,,SKU-0037,Secondary,2,686.44,,,,,,,,,,,,
T-04,TXN00392349,2023-02-03,SI/2223/0046415,DST-0027,,SKU-0042,Secondary,3,484.82,,,,,,,,,,,,
T-04,TXN00442752,2023-05-03,SI/2324/0004986,DST-0025,,SKU-0020,Secondary,7,1183.48,,,,,,,,,,,,
T-04,TXN00448239,2023-05-12,SI/2324/0006580,DST-0002,,SKU-0211,Secondary,35,4365.77,,,,,,,,,,,,
T-04,TXN00491745,2023-07-29,SI/2324/0018357,DST-0071,,SKU-0075,Secondary,5,642.2,,,,,,,,,,,,
T-04,TXN00510565,2023-09-01,SI/2324/0023652,DST-0045,,SKU-0195,Secondary,6,586.0,,,,,,,,,,,,
T-04,TXN00578381,2023-12-12,SI/2324/0041908,DST-0043,,SKU-0030,Secondary,8,644.12,,,,,,,,,,,,
T-04,TXN00657816,2024-04-20,SI/2425/0003594,DST-0025,,SKU-0194,Secondary,63,3241.95,,,,,,,,,,,,
T-04,TXN00668405,2024-05-08,SI/2425/0006526,DST-0013,,SKU-0137,Secondary,15,2141.62,,,,,,,,,,,,
T-04,TXN00696571,2024-06-19,SI/2425/0013905,DST-0115,,SKU-0175,Secondary,10,295.39,,,,,,,,,,,,
T-04,TXN00717035,2024-07-25,SI/2425/0019632,DST-0034,,SKU-0143,Secondary,12,1728.58,,,,,,,,,,,,
T-04,TXN00720222,2024-08-01,SI/2425/0020709,DST-0077,,SKU-0109,Secondary,8,928.79,,,,,,,,,,,,
T-04,TXN00781707,2024-10-31,SI/2425/0037538,DST-0034,,SKU-0042,Secondary,14,2089.97,,,,,,,,,,,,
T-04,TXN00798754,2024-11-22,SI/2425/0042078,DST-0004,,SKU-0037,Secondary,2,752.72,,,,,,,,,,,,
T-04,TXN00839124,2025-01-23,SI/2425/0053092,DST-0070,,SKU-0056,Secondary,6,2598.99,,,,,,,,,,,,
T-04,TXN00842115,2025-01-30,SI/2425/0054107,DST-0030,,SKU-0184,Secondary,4,851.4,,,,,,,,,,,,
T-04,TXN00858491,2025-02-21,SI/2425/0058552,DST-0070,,SKU-0236,Secondary,4,1283.53,,,,,,,,,,,,
T-04,TXN00880774,2025-03-26,SI/2425/0064578,DST-0105,,SKU-0121,Secondary,26,1348.31,,,,,,,,,,,,
T-04,TXN00938809,2025-06-17,SI/2526/0014877,DST-0093,,SKU-0046,Secondary,6,1067.28,,,,,,,,,,,,
T-04,TXN00941525,2025-06-23,SI/2526/0015778,DST-0032,,SKU-0180,Secondary,63,4949.82,,,,,,,,,,,,
T-04,TXN00981213,2025-08-20,SI/2526/0026812,DST-0042,,SKU-0008,Secondary,44,2223.42,,,,,,,,,,,,
T-04,TXN01019239,2025-10-10,SI/2526/0037288,DST-0012,,SKU-0075,Secondary,5,695.04,,,,,,,,,,,,
T-04,TXN01041859,2025-11-08,SI/2526/0043786,DST-0036,,SKU-0198,Secondary,8,1106.9,,,,,,,,,,,,
T-04,TXN01066905,2025-12-11,SI/2526/0050824,DST-0090,,SKU-0211,Secondary,22,2898.1,,,,,,,,,,,,
T-05,TXN00003415,2021-01-05,SI/2021/0000480,,OUT-01557,SKU-0078,Secondary,22,2360.6,,,,,,,,,,,,
T-05,TXN00011596,2021-01-22,SI/2021/0002845,,OUT-04642,SKU-0190,Secondary,10,1792.26,,,,,,,,,,,,
T-05,TXN00012531,2021-01-26,SI/2021/0003182,,OUT-02259,SKU-0143,Secondary,6,721.32,,,,,,,,,,,,
T-05,TXN00012725,2021-01-26,SI/2021/0003243,,OUT-05416,SKU-0124,Secondary,8,336.16,,,,,,,,,,,,
T-05,TXN00031389,2021-03-03,SI/2021/0007842,,OUT-00332,SKU-0037,Secondary,4,1188.94,,,,,,,,,,,,
T-05,TXN00036326,2021-03-11,SI/2021/0009148,,OUT-06064,SKU-0079,Secondary,18,3618.72,,,,,,,,,,,,
T-05,TXN00051584,2021-04-14,SI/2122/0001725,,OUT-05148,SKU-0159,Secondary,97,1687.74,,,,,,,,,,,,
T-05,TXN00059445,2021-05-04,SI/2122/0003620,,OUT-01520,SKU-0078,Secondary,8,910.83,,,,,,,,,,,,
T-05,TXN00100627,2021-08-07,SI/2122/0014733,,OUT-02463,SKU-0032,Secondary,8,1927.74,,,,,,,,,,,,
T-05,TXN00119169,2021-09-13,SI/2122/0019942,,OUT-06477,SKU-0156,Secondary,92,1634.8,,,,,,,,,,,,
T-05,TXN00144874,2021-11-02,PI/2122/0001540,,,SKU-0043,Primary,27,6627.44,,,,,,,,,,,,
T-05,TXN00161511,2021-12-02,SI/2122/0031636,,OUT-01598,SKU-0146,Secondary,73,3339.56,,,,,,,,,,,,
T-05,TXN00162651,2021-12-03,SI/2122/0031863,,OUT-05959,SKU-0185,Secondary,6,275.21,,,,,,,,,,,,
T-05,TXN00172922,2021-12-23,SI/2122/0034472,,OUT-00090,SKU-0075,Secondary,12,1355.38,,,,,,,,,,,,
T-05,TXN00192016,2022-02-02,SI/2122/0039997,,OUT-00076,SKU-0119,Secondary,7,1398.6,,,,,,,,,,,,
T-05,TXN00192317,2022-02-02,SI/2122/0040112,,OUT-04260,SKU-0131,Secondary,4,282.28,,,,,,,,,,,,
T-05,TXN00234338,2022-04-22,SI/2223/0003101,,OUT-00350,SKU-0139,Secondary,5,384.7,,,,,,,,,,,,
T-05,TXN00235835,2022-04-26,SI/2223/0003624,,OUT-05890,SKU-0061,Secondary,21,680.4,,,,,,,,,,,,
T-05,TXN00253827,2022-06-01,SI/2223/0008745,,OUT-04451,SKU-0102,Secondary,73,843.15,,,,,,,,,,,,
T-05,TXN00260551,2022-06-10,SI/2223/0010290,,OUT-04301,SKU-0228,Secondary,24,1986.02,,,,,,,,,,,,
T-05,TXN00287234,2022-08-03,PI/2223/0000937,,,SKU-0033,Primary,138,9768.9,,,,,,,,,,,,
T-05,TXN00325927,2022-10-07,SI/2223/0028028,,OUT-05627,SKU-0081,Secondary,79,593.83,,,,,,,,,,,,
T-05,TXN00337398,2022-10-28,SI/2223/0031388,,OUT-07003,SKU-0079,Secondary,3,716.98,,,,,,,,,,,,
T-05,TXN00339234,2022-11-02,PI/2223/0001588,,,SKU-0142,Primary,6,414.44,,,,,,,,,,,,
T-05,TXN00340627,2022-11-03,SI/2223/0032191,,OUT-03805,SKU-0222,Secondary,6,1248.08,,,,,,,,,,,,
T-05,TXN00351654,2022-11-21,SI/2223/0035182,,OUT-06004,SKU-0186,Secondary,5,455.49,,,,,,,,,,,,
T-05,TXN00359507,2022-12-05,SI/2223/0037126,,OUT-04517,SKU-0139,Secondary,4,308.54,,,,,,,,,,,,
T-05,TXN00365393,2022-12-15,PI/2223/0001959,,,SKU-0055,Primary,36,7269.72,,,,,,,,,,,,
T-05,TXN00367985,2022-12-19,SI/2223/0039409,,OUT-05010,SKU-0060,Secondary,1,399.99,,,,,,,,,,,,
T-05,TXN00369182,2022-12-22,SI/2223/0039801,,OUT-00067,SKU-0059,Secondary,6,1175.78,,,,,,,,,,,,
T-05,TXN00370269,2022-12-24,SI/2223/0040175,,OUT-03028,SKU-0143,Secondary,10,1311.75,,,,,,,,,,,,
T-05,TXN00371569,2022-12-27,SI/2223/0040622,,OUT-07134,SKU-0209,Secondary,5,365.12,,,,,,,,,,,,
T-05,TXN00376339,2023-01-05,PI/2223/0002109,,,SKU-0171,Primary,12,256.08,,,,,,,,,,,,
T-05,TXN00405991,2023-03-01,SI/2223/0050294,,OUT-03467,SKU-0084,Secondary,36,272.01,,,,,,,,,,,,
T-05,TXN00409783,2023-03-06,PI/2223/0002563,,,SKU-0093,Primary,1368,10019.71,,,,,,,,,,,,
T-05,TXN00442834,2023-05-03,SI/2324/0005016,,OUT-02736,SKU-0042,Secondary,17,2577.13,,,,,,,,,,,,
T-05,TXN00444467,2023-05-05,PI/2324/0000318,,,SKU-0118,Primary,468,21546.84,,,,,,,,,,,,
T-05,TXN00467960,2023-06-15,PI/2324/0000619,,,SKU-0115,Primary,168,7655.63,,,,,,,,,,,,
T-05,TXN00476038,2023-07-03,PI/2324/0000699,,,SKU-0102,Primary,456,4933.56,,,,,,,,,,,,
T-05,TXN00500953,2023-08-14,SI/2324/0020892,,OUT-04760,SKU-0118,Secondary,12,602.11,,,,,,,,,,,,
T-05,TXN00501181,2023-08-14,SI/2324/0020972,,OUT-07096,SKU-0166,Secondary,21,906.53,,,,,,,,,,,,
T-05,TXN00503160,2023-08-16,SI/2324/0021136,,OUT-00330,SKU-0143,Secondary,9,1228.56,,,,,,,,,,,,
T-05,TXN00525022,2023-09-20,SI/2324/0027100,,OUT-01641,SKU-0175,Secondary,47,1207.3,,,,,,,,,,,,
T-05,TXN00575081,2023-12-06,SI/2324/0040820,,OUT-02009,SKU-0118,Secondary,24,1152.0,,,,,,,,,,,,
T-05,TXN00595980,2024-01-09,SI/2324/0046595,,OUT-07169,SKU-0122,Secondary,6,1375.3,,,,,,,,,,,,
T-05,TXN00612973,2024-02-07,SI/2324/0051317,,OUT-06975,SKU-0195,Secondary,8,773.36,,,,,,,,,,,,
T-05,TXN00616697,2024-02-15,PI/2324/0002420,,,SKU-0001,Primary,168,4755.38,,,,,,,,,,,,
T-05,TXN00636172,2024-03-15,PI/2324/0002722,,,SKU-0012,Primary,6,1017.38,,,,,,,,,,,,
T-05,TXN00637205,2024-03-16,SI/2324/0057442,,OUT-00237,SKU-0075,Secondary,6,786.86,,,,,,,,,,,,
T-05,TXN00641276,2024-03-26,SI/2324/0058847,,OUT-00298,SKU-0084,Secondary,128,1049.4,,,,,,,,,,,,
T-05,TXN00644133,2024-04-01,SI/2425/0000082,,OUT-04442,SKU-0090,Secondary,71,569.96,,,,,,,,,,,,
T-05,TXN00679446,2024-05-28,SI/2425/0009677,,OUT-00536,SKU-0019,Secondary,6,1605.95,,,,,,,,,,,,
T-05,TXN00712437,2024-07-15,SI/2425/0018095,,OUT-03266,SKU-0156,Secondary,133,2563.89,,,,,,,,,,,,
T-05,TXN00717363,2024-07-25,SI/2425/0019756,,OUT-07133,SKU-0195,Secondary,11,1103.22,,,,,,,,,,,,
T-05,TXN00720169,2024-08-01,SI/2425/0020691,,OUT-03947,SKU-0143,Secondary,6,880.21,,,,,,,,,,,,
